season_end_year,game_id,player_points,team_points,pool
2021,0022000548,128,128,Regular season
2021,0022000564,105,105,Regular season
2021,0022000572,105,105,Regular season
2021,0022000582,90,90,Regular season
2021,0022000600,118,118,Regular season
2021,0022000612,123,123,Regular season
2021,0022000621,99,99,Regular season
2021,0022000637,127,127,Regular season
2021,0022000649,100,100,Regular season
2021,0022000656,95,95,Regular season
2021,0022000671,94,94,Regular season
2021,0022000697,104,104,Regular season
2021,0022000716,102,102,Regular season
2021,0022000730,116,116,Regular season
2021,0022000743,106,106,Regular season
2021,0022000755,115,115,Regular season
2021,0022000769,113,113,Regular season
2021,0022000791,108,108,Regular season
2021,0022000812,117,117,Regular season
2021,0022000833,106,106,Regular season
2021,0022000850,115,115,Regular season
2021,0022000857,106,106,Regular season
2021,0022000869,102,102,Regular season
2021,0022000881,105,105,Regular season
2021,0022000896,108,108,Regular season
2021,0022000907,101,101,Regular season
2021,0022000922,110,110,Regular season
2021,0022000937,94,94,Regular season
2021,0022000954,98,98,Regular season
2021,0022000959,97,97,Regular season
2021,0022000979,94,94,Regular season
2021,0022001023,108,108,Regular season
2021,0022001036,107,107,Regular season
2021,0022001051,114,114,Regular season
2021,0022001060,91,91,Regular season
2021,0022001068,118,118,Regular season
2022,0022100004,94,94,Regular season
2022,0022100022,128,128,Regular season
2022,0022100030,97,97,Regular season
2022,0022100046,111,111,Regular season
2022,0022100067,103,103,Regular season
2022,0022100083,107,107,Regular season
2022,0022100098,128,128,Regular season
2022,0022100111,98,98,Regular season
2022,0022100135,105,105,Regular season
2022,0022100148,118,118,Regular season
2022,0022100163,117,117,Regular season
2022,0022100183,93,93,Regular season
2022,0022100198,100,100,Regular season
2022,0022100209,121,121,Regular season
2022,0022100223,107,107,Regular season
2022,0022100236,114,114,Regular season
2022,0022100250,109,109,Regular season
2022,0022100257,77,77,Regular season
2022,0022100271,113,113,Regular season
2022,0022100283,123,123,Regular season
2022,0022100296,104,104,Regular season
2022,0022100307,133,133,Regular season
2022,0022100328,119,119,Regular season
2022,0022100343,111,111,Regular season
2022,0022100357,109,109,Regular season
2022,0022100367,92,92,Regular season
2022,0022100394,92,92,Regular season
2022,0022100415,133,133,Regular season
2022,0022100430,120,120,Regular season
2022,0022100448,115,115,Regular season
2022,0022100459,133,133,Regular season
2022,0022100472,111,111,Regular season
2022,0022100499,113,113,Regular season
2022,0022100502,130,130,Regular season
2022,0022100519,131,131,Regular season
2022,0022100530,108,108,Regular season
2022,0022100541,120,120,Regular season
2022,0022100555,102,102,Regular season
2022,0022100585,130,130,Regular season
2022,0022100603,99,99,Regular season
2022,0022100625,112,112,Regular season
2022,0022100637,96,96,Regular season
2022,0022100647,112,112,Regular season
2022,0022100658,106,106,Regular season
2022,0022100673,117,117,Regular season
2022,0022100690,90,90,Regular season
2022,0022100701,95,95,Regular season
2022,0022100710,124,124,Regular season
2022,0022100730,111,111,Regular season
2022,0022100742,122,122,Regular season
2022,0022100753,130,130,Regular season
2022,0022100769,126,126,Regular season
2022,0022100789,122,122,Regular season
2022,0022100802,108,108,Regular season
2022,0022100812,124,124,Regular season
2022,0022100826,121,121,Regular season
2022,0022100843,134,134,Regular season
2022,0022100852,106,106,Regular season
2022,0022100861,120,120,Regular season
2022,0022100878,125,125,Regular season
2022,0022100891,112,112,Regular season
2022,0022100909,110,110,Regular season
2022,0022100922,99,99,Regular season
2022,0022100949,112,112,Regular season
2022,0022100969,106,106,Regular season
2022,0022100982,114,114,Regular season
2022,0022101006,101,101,Regular season
2022,0022101026,103,103,Regular season
2022,0022101041,110,110,Regular season
2022,0022101056,102,102,Regular season
2022,0022101076,113,113,Regular season
2022,0022101082,98,98,Regular season
2022,0022101098,109,109,Regular season
2022,0022101110,98,98,Regular season
2022,0022101126,104,104,Regular season
2022,0022101132,107,107,Regular season
2022,0022101149,135,135,Regular season
2022,0022101164,109,109,Regular season
2022,0022101183,106,106,Regular season
2022,0022101193,94,94,Regular season
2022,0022101208,117,117,Regular season
2022,0022101224,124,124,Regular season
2023,0022200007,116,116,Regular season
2023,0022200019,100,100,Regular season
2023,0022200032,96,96,Regular season
2023,0022200047,120,120,Regular season
2023,0022200061,124,124,Regular season
2023,0022200077,124,124,Regular season
2023,0022200084,109,109,Regular season
2023,0022200103,108,108,Regular season
2023,0022200111,106,106,Regular season
2023,0022200124,119,119,Regular season
2023,0022200141,104,104,Regular season
2023,0022200151,111,111,Regular season
2023,0022200166,111,111,Regular season
2023,0022200196,103,103,Regular season
2023,0022200217,110,110,Regular season
2023,0022200227,107,107,Regular season
2023,0022200250,121,121,Regular season
2023,0022200267,118,118,Regular season
2023,0022200281,119,119,Regular season
2023,0022200306,114,114,Regular season
2023,0022200321,113,113,Regular season
2023,0022200336,111,111,Regular season
2023,0022200350,101,101,Regular season
2023,0022200367,115,115,Regular season
2023,0022200391,144,144,Regular season
2023,0022200400,122,122,Regular season
2023,0022200418,120,120,Regular season
2023,0022200434,91,91,Regular season
2023,0022200449,126,126,Regular season
2023,0022200462,113,113,Regular season
2023,0022200468,110,110,Regular season
2023,0022200485,118,118,Regular season
2023,0022200501,118,118,Regular season
2023,0022200519,119,119,Regular season
2023,0022200532,132,132,Regular season
2023,0022200540,102,102,Regular season
2023,0022200552,134,134,Regular season
2023,0022200570,121,121,Regular season
2023,0022200581,126,126,Regular season
2023,0022200592,126,126,Regular season
2023,0022200606,99,99,Regular season
2023,0022200619,97,97,Regular season
2023,0022200636,110,110,Regular season
2023,0022200650,132,132,Regular season
2023,0022200678,126,126,Regular season
2023,0022200708,111,111,Regular season
2023,0022200713,110,110,Regular season
2023,0022200732,96,96,Regular season
2023,0022200744,128,128,Regular season
2023,0022200766,103,103,Regular season
2023,0022200781,114,114,Regular season
2023,0022200796,129,129,Regular season
2023,0022200811,128,128,Regular season
2023,0022200819,89,89,Regular season
2023,0022200833,105,105,Regular season
2023,0022200852,89,89,Regular season
2023,0022200863,91,91,Regular season
2023,0022200874,113,113,Regular season
2023,0022200883,100,100,Regular season
2023,0022200900,131,131,Regular season
2023,0022200912,102,102,Regular season
2023,0022200925,98,98,Regular season
2023,0022200934,117,117,Regular season
2023,0022200950,104,104,Regular season
2023,0022200963,122,122,Regular season
2023,0022200989,117,117,Regular season
2023,0022201009,119,119,Regular season
2023,0022201037,114,114,Regular season
2023,0022201050,139,139,Regular season
2023,0022201060,113,113,Regular season
2023,0022201072,109,109,Regular season
2023,0022201087,91,91,Regular season
2023,0022201104,124,124,Regular season
2023,0022201114,118,118,Regular season
2023,0022201129,112,112,Regular season
2023,0022201140,110,110,Regular season
2023,0022201148,121,121,Regular season
2023,0022201165,128,128,Regular season
2023,0022201182,105,105,Regular season
2023,0022201193,92,92,Regular season
2023,0022201210,115,115,Regular season
2023,0022201223,103,103,Regular season
2024,0022300004,107,107,Regular season
2024,0022300033,97,97,Regular season
2024,0022300046,108,108,Regular season
2024,0022300053,97,97,Regular season
2024,0022300070,104,104,Regular season
2024,0022300082,104,104,Regular season
2024,0022300088,102,102,Regular season
2024,0022300102,112,112,Regular season
2024,0022300124,105,105,Regular season
2024,0022300139,101,101,Regular season
2024,0022300152,130,130,Regular season
2024,0022300162,115,115,Regular season
2024,0022300181,119,119,Regular season
2024,0022300190,109,109,Regular season
2024,0022300196,94,94,Regular season
2024,0022300204,102,102,Regular season
2024,0022300220,100,100,Regular season
2024,0022300234,102,102,Regular season
2024,0022300250,109,109,Regular season
2024,0022300269,120,120,Regular season
2024,0022300285,124,124,Regular season
2024,0022300300,129,129,Regular season
2024,0022300307,106,106,Regular season
2024,0022300320,124,124,Regular season
2024,0022300337,116,116,Regular season
2024,0022300351,108,108,Regular season
2024,0022300370,124,124,Regular season
2024,0022300376,114,114,Regular season
2024,0022300396,95,95,Regular season
2024,0022300408,118,118,Regular season
2024,0022300422,104,104,Regular season
2024,0022300442,105,105,Regular season
2024,0022300459,97,97,Regular season
2024,0022300468,100,100,Regular season
2024,0022300484,104,104,Regular season
2024,0022300506,119,119,Regular season
2024,0022300523,124,124,Regular season
2024,0022300536,131,131,Regular season
2024,0022300548,122,122,Regular season
2024,0022300561,91,91,Regular season
2024,0022300580,116,116,Regular season
2024,0022300597,125,125,Regular season
2024,0022300612,113,113,Regular season
2024,0022300633,132,132,Regular season
2024,0022300656,104,104,Regular season
2024,0022300672,107,107,Regular season
2024,0022300674,117,117,Regular season
2024,0022300700,115,115,Regular season
2024,0022300723,129,129,Regular season
2024,0022300737,118,118,Regular season
2024,0022300752,108,108,Regular season
2024,0022300763,136,136,Regular season
2024,0022300781,105,105,Regular season
2024,0022300797,112,112,Regular season
2024,0022300823,114,114,Regular season
2024,0022300839,95,95,Regular season
2024,0022300846,132,132,Regular season
2024,0022300864,97,97,Regular season
2024,0022300883,113,113,Regular season
2024,0022300898,119,119,Regular season
2024,0022300907,125,125,Regular season
2024,0022300917,102,102,Regular season
2024,0022300935,92,92,Regular season
2024,0022300948,132,132,Regular season
2024,0022300956,111,111,Regular season
2024,0022300971,127,127,Regular season
2024,0022300986,110,110,Regular season
2024,0022301006,117,117,Regular season
2024,0022301023,113,113,Regular season
2024,0022301037,105,105,Regular season
2024,0022301054,125,125,Regular season
2024,0022301066,108,108,Regular season
2024,0022301084,109,109,Regular season
2024,0022301091,101,101,Regular season
2024,0022301119,108,108,Regular season
2024,0022301136,98,98,Regular season
2024,0022301149,117,117,Regular season
2024,0022301166,127,127,Regular season
2024,0022301172,129,129,Regular season
2024,0022301190,119,119,Regular season
2024,0022301211,111,111,Regular season
2024,0022301223,121,121,Regular season
2025,0022400013,126,126,Regular season
2025,0022400030,136,136,Regular season
2025,0022400035,127,127,Regular season
2025,0022400047,129,129,Regular season
2025,0022400069,111,111,Regular season
2025,0022400083,133,133,Regular season
2025,0022400091,95,95,Regular season
2025,0022400108,126,126,Regular season
2025,0022400123,102,102,Regular season
2025,0022400136,112,112,Regular season
2025,0022400160,126,126,Regular season
2025,0022400176,99,99,Regular season
2025,0022400181,119,119,Regular season
2025,0022400198,125,125,Regular season
2025,0022400212,113,113,Regular season
2025,0022400219,124,124,Regular season
2025,0022400241,107,107,Regular season
2025,0022400244,122,122,Regular season
2025,0022400253,106,106,Regular season
2025,0022400266,131,131,Regular season
2025,0022400289,119,119,Regular season
2025,0022400317,128,128,Regular season
2025,0022400331,139,139,Regular season
2025,0022400336,123,123,Regular season
2025,0022400347,100,100,Regular season
2025,0022400363,117,117,Regular season
2025,0022400381,98,98,Regular season
2025,0022400398,91,91,Regular season
2025,0022400413,133,133,Regular season
2025,0022400430,116,116,Regular season
2025,0022400442,115,115,Regular season
2025,0022400456,107,107,Regular season
2025,0022400482,139,139,Regular season
2025,0022400498,114,114,Regular season
2025,0022400510,113,113,Regular season
2025,0022400530,138,138,Regular season
2025,0022400541,119,119,Regular season
2025,0022400557,113,113,Regular season
2025,0022400563,94,94,Regular season
2025,0022400584,123,123,Regular season
2025,0022400597,102,102,Regular season
2025,0022400611,112,112,Regular season
2025,0022400628,106,106,Regular season
2025,0022400642,97,97,Regular season
2025,0022400655,129,129,Regular season
2025,0022400666,100,100,Regular season
2025,0022400682,122,122,Regular season
2025,0022400695,119,119,Regular season
2025,0022400714,133,133,Regular season
2025,0022400723,108,108,Regular season
2025,0022400745,111,111,Regular season
2025,0022400766,92,92,Regular season
2025,0022400775,110,110,Regular season
2025,0022400792,111,111,Regular season
2025,0022400806,117,117,Regular season
2025,0022400823,142,142,Regular season
2025,0022400842,117,117,Regular season
2025,0022400855,125,125,Regular season
2025,0022400868,112,112,Regular season
2025,0022400886,117,117,Regular season
2025,0022400916,114,114,Regular season
2025,0022400933,121,121,Regular season
2025,0022400944,125,125,Regular season
2025,0022400956,116,116,Regular season
2025,0022400970,114,114,Regular season
2025,0022400989,111,111,Regular season
2025,0022401007,121,121,Regular season
2025,0022401013,128,128,Regular season
2025,0022401028,146,146,Regular season
2025,0022401042,129,129,Regular season
2025,0022401063,119,119,Regular season
2025,0022401077,119,119,Regular season
2025,0022401094,117,117,Regular season
2025,0022401099,137,137,Regular season
2025,0022401122,118,118,Regular season
2025,0022401133,131,131,Regular season
2025,0022401147,113,113,Regular season
2025,0022401160,119,119,Regular season
2025,0022401176,119,119,Regular season
2025,0022401191,122,122,Regular season
2025,0022401212,109,109,Regular season
2025,0022401223,122,122,Regular season
2026,0022500023,135,135,Regular season
2026,0022500035,110,110,Regular season
2026,0022500051,107,107,Regular season
2026,0022500071,116,116,Regular season
2026,0022500084,115,115,Regular season
2026,0022500100,110,110,Regular season
2026,0022500115,128,128,Regular season
2026,0022500132,126,126,Regular season
2026,0022500153,116,116,Regular season
2026,0022500167,113,113,Regular season
2026,0022500186,122,122,Regular season
2026,0022500202,117,117,Regular season
2026,0022500214,113,113,Regular season
2026,0022500240,147,147,Regular season
2026,0022500248,130,130,Regular season
2026,0022500263,122,122,Regular season
2026,0022500271,121,121,Regular season
2026,0022500289,130,130,Regular season
2026,0022500295,101,101,Regular season
2026,0022500314,120,120,Regular season
2026,0022500329,103,103,Regular season
2026,0022500345,105,105,Regular season
2026,0022500361,91,91,Regular season
2026,0022500367,127,127,Regular season
2026,0022500384,136,136,Regular season
2026,0022500396,152,152,Regular season
2026,0022500411,126,126,Regular season
2026,0022500427,109,109,Regular season
2026,0022500437,103,103,Regular season
2026,0022500452,101,101,Regular season
2026,0022500466,134,134,Regular season
2026,0022500480,121,121,Regular season
2026,0022500489,99,99,Regular season
2026,0022500503,101,101,Regular season
2026,0022500517,93,93,Regular season
2026,0022500529,113,113,Regular season
2026,0022500546,125,125,Regular season
2026,0022500565,113,113,Regular season
2026,0022500573,128,128,Regular season
2026,0022500587,109,109,Regular season
2026,0022500603,124,124,Regular season
2026,0022500614,138,138,Regular season
2026,0022500631,120,120,Regular season
2026,0022500647,114,114,Regular season
2026,0022500661,118,118,Regular season
2026,0022500672,110,110,Regular season
2026,0022500692,125,125,Regular season
2026,0022500705,91,91,Regular season
2026,0022500722,115,115,Regular season
2026,0022500736,107,107,Regular season
2026,0022500752,120,120,Regular season
2026,0022500762,115,115,Regular season
2026,0022500778,105,105,Regular season
2026,0022500797,101,101,Regular season
2026,0022500814,110,110,Regular season
2026,0022500825,99,99,Regular season
2026,0022500836,99,99,Regular season
2026,0022500853,112,112,Regular season
2026,0022500870,120,120,Regular season
2026,0022500889,108,108,Regular season
2026,0022500905,105,105,Regular season
2026,0022500930,110,110,Regular season
2026,0022500943,130,130,Regular season
2026,0022500960,130,130,Regular season
2026,0022500968,108,108,Regular season
2026,0022500987,132,132,Regular season
2026,0022501002,109,109,Regular season
2026,0022501011,110,110,Regular season
2026,0022501042,132,132,Regular season
2026,0022501053,137,137,Regular season
2026,0022501070,113,113,Regular season
2026,0022501079,124,124,Regular season
2026,0022501094,114,114,Regular season
2026,0022501109,126,126,Regular season
2026,0022501123,96,96,Regular season
2026,0022501134,110,110,Regular season
2026,0022501148,129,129,Regular season
2026,0022501166,119,119,Regular season
2026,0022501177,103,103,Regular season
2026,0022501193,128,128,Regular season
2026,0022501209,129,129,Regular season
2026,0022501223,104,104,Regular season
2005,0040400131,103,103,Playoffs
2005,0040400132,113,113,Playoffs
2005,0040400133,99,99,Playoffs
2005,0040400134,99,99,Playoffs
2005,0040400135,110,110,Playoffs
2005,0040400136,91,91,Playoffs
2006,0040500111,106,106,Playoffs
2006,0040500112,108,108,Playoffs
2006,0040500113,109,109,Playoffs
2006,0040500114,93,93,Playoffs
2006,0040500115,78,78,Playoffs
2006,0040500116,96,96,Playoffs
2007,0040600131,96,96,Playoffs
2007,0040600132,107,107,Playoffs
2007,0040600133,104,104,Playoffs
2007,0040600134,92,92,Playoffs
2007,0040600201,69,69,Playoffs
2007,0040600202,87,87,Playoffs
2007,0040600203,74,74,Playoffs
2007,0040600204,102,102,Playoffs
2007,0040600205,108,108,Playoffs
2007,0040600206,85,85,Playoffs
2009,0040800111,105,105,Playoffs
2009,0040800112,115,115,Playoffs
2009,0040800113,86,86,Playoffs
2009,0040800114,121,121,Playoffs
2009,0040800115,104,104,Playoffs
2009,0040800116,128,128,Playoffs
2009,0040800117,99,99,Playoffs
2010,0040900101,83,83,Playoffs
2010,0040900102,102,102,Playoffs
2010,0040900103,108,108,Playoffs
2010,0040900104,98,98,Playoffs
2010,0040900105,94,94,Playoffs
2011,0041000101,104,104,Playoffs
2011,0041000102,96,96,Playoffs
2011,0041000103,88,88,Playoffs
2011,0041000104,84,84,Playoffs
2011,0041000105,116,116,Playoffs
2011,0041000201,95,95,Playoffs
2011,0041000202,86,86,Playoffs
2011,0041000203,99,99,Playoffs
2011,0041000204,88,88,Playoffs
2011,0041000205,95,95,Playoffs
2011,0041000206,93,93,Playoffs
2011,0041000301,103,103,Playoffs
2011,0041000302,75,75,Playoffs
2011,0041000303,85,85,Playoffs
2011,0041000304,93,93,Playoffs
2011,0041000305,80,80,Playoffs
2012,0041100101,103,103,Playoffs
2012,0041100102,92,92,Playoffs
2012,0041100103,74,74,Playoffs
2012,0041100104,82,82,Playoffs
2012,0041100105,77,77,Playoffs
2012,0041100106,78,78,Playoffs
2013,0041200131,89,89,Playoffs
2013,0041200132,90,90,Playoffs
2013,0041200133,79,79,Playoffs
2013,0041200134,142,142,Playoffs
2013,0041200135,91,91,Playoffs
2013,0041200136,92,92,Playoffs
2013,0041200137,99,99,Playoffs
2013,0041200201,93,93,Playoffs
2013,0041200202,78,78,Playoffs
2013,0041200203,94,94,Playoffs
2013,0041200204,65,65,Playoffs
2013,0041200205,91,91,Playoffs
2014,0041300131,93,93,Playoffs
2014,0041300132,99,99,Playoffs
2014,0041300133,100,100,Playoffs
2014,0041300134,89,89,Playoffs
2014,0041300135,69,69,Playoffs
2015,0041400121,103,103,Playoffs
2015,0041400122,91,91,Playoffs
2015,0041400123,113,113,Playoffs
2015,0041400124,90,90,Playoffs
2015,0041400125,88,88,Playoffs
2015,0041400126,120,120,Playoffs
2015,0041400211,99,99,Playoffs
2015,0041400212,91,91,Playoffs
2015,0041400213,99,99,Playoffs
2015,0041400214,84,84,Playoffs
2015,0041400215,101,101,Playoffs
2015,0041400216,73,73,Playoffs
2017,0041600101,106,106,Playoffs
2017,0041600102,111,111,Playoffs
2017,0041600103,87,87,Playoffs
2017,0041600104,95,95,Playoffs
2017,0041600105,97,97,Playoffs
2017,0041600106,83,83,Playoffs
2022,0042100121,86,86,Playoffs
2022,0042100122,114,114,Playoffs
2022,0042100123,81,81,Playoffs
2022,0042100124,95,95,Playoffs
2022,0042100125,100,100,Playoffs
